idx,label,sw_pred_ttfs,sw_pred_count,sw_direct_count_pred,direct_count_pred_match,direct_count_score_pred_match,direct_count_vector_match,sw_ct_pruned_pred,sw_ct_count_score_pred,sw_ct_source_fire_count,sw_ct_valid_event_budget,sw_hwct_pruned_pred,sw_hwct_count_score_pred,sw_hwct_source_fire_count,sw_hwct_valid_event_budget,hw_pred,hw_pred_score,hw_pred_count,hw_pred_count_raw,hw_pred_count_score,hw_pred_s2mm,hw_pred_rtl_first_classifier,hw_matches_sw_ct_pruned,hw_matches_sw_ct_count_score,hw_matches_sw_hwct_count_score,profile_incomplete,sw_direct_class_0_count,sw_ct_class_0_count,hw_class_0_count,hw_minus_sw_direct_class_0_count,sw_ct_class_0_score,sw_hwct_class_0_count,sw_hwct_class_0_score,sw_hwct_class_0_event_count,hw_class_0_score,sw_ct_class_0_event_count,hw_class_0_event_count,router_class_0_score,router_class_0_event_count,top_class_0_score,top_class_0_event_count,sw_direct_class_1_count,sw_ct_class_1_count,hw_class_1_count,hw_minus_sw_direct_class_1_count,sw_ct_class_1_score,sw_hwct_class_1_count,sw_hwct_class_1_score,sw_hwct_class_1_event_count,hw_class_1_score,sw_ct_class_1_event_count,hw_class_1_event_count,router_class_1_score,router_class_1_event_count,top_class_1_score,top_class_1_event_count,sw_direct_class_2_count,sw_ct_class_2_count,hw_class_2_count,hw_minus_sw_direct_class_2_count,sw_ct_class_2_score,sw_hwct_class_2_count,sw_hwct_class_2_score,sw_hwct_class_2_event_count,hw_class_2_score,sw_ct_class_2_event_count,hw_class_2_event_count,router_class_2_score,router_class_2_event_count,top_class_2_score,top_class_2_event_count,sw_direct_class_3_count,sw_ct_class_3_count,hw_class_3_count,hw_minus_sw_direct_class_3_count,sw_ct_class_3_score,sw_hwct_class_3_count,sw_hwct_class_3_score,sw_hwct_class_3_event_count,hw_class_3_score,sw_ct_class_3_event_count,hw_class_3_event_count,router_class_3_score,router_class_3_event_count,top_class_3_score,top_class_3_event_count,sw_direct_class_4_count,sw_ct_class_4_count,hw_class_4_count,hw_minus_sw_direct_class_4_count,sw_ct_class_4_score,sw_hwct_class_4_count,sw_hwct_class_4_score,sw_hwct_class_4_event_count,hw_class_4_score,sw_ct_class_4_event_count,hw_class_4_event_count,router_class_4_score,router_class_4_event_count,top_class_4_score,top_class_4_event_count,sw_direct_class_5_count,sw_ct_class_5_count,hw_class_5_count,hw_minus_sw_direct_class_5_count,sw_ct_class_5_score,sw_hwct_class_5_count,sw_hwct_class_5_score,sw_hwct_class_5_event_count,hw_class_5_score,sw_ct_class_5_event_count,hw_class_5_event_count,router_class_5_score,router_class_5_event_count,top_class_5_score,top_class_5_event_count,sw_direct_class_6_count,sw_ct_class_6_count,hw_class_6_count,hw_minus_sw_direct_class_6_count,sw_ct_class_6_score,sw_hwct_class_6_count,sw_hwct_class_6_score,sw_hwct_class_6_event_count,hw_class_6_score,sw_ct_class_6_event_count,hw_class_6_event_count,router_class_6_score,router_class_6_event_count,top_class_6_score,top_class_6_event_count,sw_direct_class_7_count,sw_ct_class_7_count,hw_class_7_count,hw_minus_sw_direct_class_7_count,sw_ct_class_7_score,sw_hwct_class_7_count,sw_hwct_class_7_score,sw_hwct_class_7_event_count,hw_class_7_score,sw_ct_class_7_event_count,hw_class_7_event_count,router_class_7_score,router_class_7_event_count,top_class_7_score,top_class_7_event_count,sw_direct_class_8_count,sw_ct_class_8_count,hw_class_8_count,hw_minus_sw_direct_class_8_count,sw_ct_class_8_score,sw_hwct_class_8_count,sw_hwct_class_8_score,sw_hwct_class_8_event_count,hw_class_8_score,sw_ct_class_8_event_count,hw_class_8_event_count,router_class_8_score,router_class_8_event_count,top_class_8_score,top_class_8_event_count,sw_direct_class_9_count,sw_ct_class_9_count,hw_class_9_count,hw_minus_sw_direct_class_9_count,sw_ct_class_9_score,sw_hwct_class_9_count,sw_hwct_class_9_score,sw_hwct_class_9_event_count,hw_class_9_score,sw_ct_class_9_event_count,hw_class_9_event_count,router_class_9_score,router_class_9_event_count,top_class_9_score,top_class_9_event_count,sw_input_source_group_0_spike_count,hw_input_source_group_0_spike_count,input_source_group_0_spike_diff,sw_input_source_group_1_spike_count,hw_input_source_group_1_spike_count,input_source_group_1_spike_diff,sw_input_source_group_2_spike_count,hw_input_source_group_2_spike_count,input_source_group_2_spike_diff,sw_input_source_group_3_spike_count,hw_input_source_group_3_spike_count,input_source_group_3_spike_diff,sw_input_source_group_4_spike_count,hw_input_source_group_4_spike_count,input_source_group_4_spike_diff,sw_input_source_group_5_spike_count,hw_input_source_group_5_spike_count,input_source_group_5_spike_diff,sw_input_source_group_6_spike_count,hw_input_source_group_6_spike_count,input_source_group_6_spike_diff,sw_input_source_group_7_spike_count,hw_input_source_group_7_spike_count,input_source_group_7_spike_diff,sw_input_source_group_8_spike_count,hw_input_source_group_8_spike_count,input_source_group_8_spike_diff,sw_input_source_group_9_spike_count,hw_input_source_group_9_spike_count,input_source_group_9_spike_diff,sw_input_source_group_10_spike_count,hw_input_source_group_10_spike_count,input_source_group_10_spike_diff,sw_input_source_group_11_spike_count,hw_input_source_group_11_spike_count,input_source_group_11_spike_diff,sw_input_source_group_12_spike_count,hw_input_source_group_12_spike_count,input_source_group_12_spike_diff,sw_input_source_group_13_spike_count,hw_input_source_group_13_spike_count,input_source_group_13_spike_diff,sw_input_source_group_14_spike_count,hw_input_source_group_14_spike_count,input_source_group_14_spike_diff,sw_input_source_group_15_spike_count,hw_input_source_group_15_spike_count,input_source_group_15_spike_diff,total_latency_cycles,ct_lookup_count,ct_valid_entry_count,router_busy_cycles,router_stall_cycles,cross_group_event_count,same_group_event_count,intra_weight_lookup_count,intra_weight_nonzero_count,intra_fifo_blocked_event_count,drop_spike_count,class_0_spike_count,class_1_spike_count,class_2_spike_count,class_3_spike_count,class_4_spike_count,class_5_spike_count,class_6_spike_count,class_7_spike_count,class_8_spike_count,class_9_spike_count,class_0_score,class_1_score,class_2_score,class_3_score,class_4_score,class_5_score,class_6_score,class_7_score,class_8_score,class_9_score,class_0_event_count,class_1_event_count,class_2_event_count,class_3_event_count,class_4_event_count,class_5_event_count,class_6_event_count,class_7_event_count,class_8_event_count,class_9_event_count,out_fifo_overflow_drop_count,ct_lookup_minus_expected,ct_valid_minus_expected,ct_invalid_minus_expected,ct_cross_minus_expected,ct_same_minus_expected,ct_mode_ok
78,9,8,1,1,0,0,0,1,1,90,1350,1,1,90,1350,1,1,1,1,1,0,,1,1,1,0,15,22,28,13,4733,22,4733,89,4440,89,85,0,0,0,0,15,60,65,50,10746,60,10746,174,10286,174,166,0,0,0,0,15,23,31,16,4669,23,4669,89,4247,89,81,0,0,0,0,15,44,51,36,8195,44,8195,152,7476,152,139,0,0,0,0,15,36,42,27,7030,36,7030,119,6592,119,112,0,0,0,0,15,40,45,30,7328,40,7328,136,6724,136,125,0,0,0,0,15,33,35,20,6163,33,6163,107,5708,107,99,0,0,0,0,15,44,50,35,8011,44,8011,158,7526,158,148,0,0,0,0,15,47,52,37,8493,47,8493,165,7884,165,154,0,0,0,0,15,45,53,38,8316,45,8316,161,7862,161,151,0,0,0,0,6,0,-6,6,0,-6,4,0,-4,4,0,-4,7,0,-7,7,0,-7,6,0,-6,4,0,-4,6,0,-6,4,0,-4,7,0,-7,5,0,-5,6,0,-6,5,0,-5,6,0,-6,7,0,-7,811591,1801,1260,42782,33146,1260,0,69248,75,0,0,28,65,31,51,42,45,35,50,52,53,4440,10286,4247,7476,6592,6724,5708,7526,7884,7862,85,166,81,139,112,125,99,148,154,151,0,,,,,,
79,7,7,7,7,0,0,0,7,7,171,2565,7,7,171,2565,7,7,7,7,7,2,,1,1,1,0,15,72,77,62,11744,72,11744,271,11100,271,260,0,0,0,0,15,68,75,60,12128,68,12128,228,11567,228,217,0,0,0,0,15,56,63,48,9987,56,9987,202,9440,202,191,0,0,0,0,15,61,66,51,10803,61,10803,232,9830,232,213,0,0,0,0,15,72,77,62,13241,72,13241,264,12614,264,252,0,0,0,0,15,70,73,58,12119,70,12119,252,11084,252,230,0,0,0,0,15,61,70,55,11087,61,11087,203,10251,203,189,0,0,0,0,15,103,110,95,17165,103,17165,371,16408,371,354,0,0,0,0,15,61,65,50,10592,61,10592,229,9804,229,213,0,0,0,0,15,91,99,84,16194,91,16194,313,15082,313,290,0,0,0,0,10,0,-10,11,0,-11,11,0,-11,10,0,-10,9,0,-9,10,0,-10,9,0,-9,10,0,-10,12,0,-12,12,0,-12,12,0,-12,11,0,-11,9,0,-9,11,0,-11,12,0,-12,12,0,-12,839523,3354,2409,74805,56919,2409,0,120960,141,0,0,77,75,63,66,77,73,70,110,65,99,11100,11567,9440,9830,12614,11084,10251,16408,9804,15082,260,217,191,213,252,230,189,354,213,290,0,,,,,,
80,7,9,9,9,0,0,0,9,9,92,1380,9,9,92,1380,9,9,9,9,9,6,,1,1,1,0,15,34,37,22,6003,34,6003,133,5626,133,125,0,0,0,0,15,22,29,14,4761,22,4761,84,4489,84,79,0,0,0,0,15,16,18,3,3758,16,3758,70,3465,70,65,0,0,0,0,15,38,43,28,6992,38,6992,140,6197,140,125,0,0,0,0,15,54,59,44,9761,54,9761,184,9410,184,175,0,0,0,0,15,42,47,32,7839,42,7839,162,7282,162,153,0,0,0,0,15,33,36,21,6499,33,6499,119,5995,119,111,0,0,0,0,15,55,60,45,9522,55,9522,179,9325,179,174,0,0,0,0,15,19,25,10,4086,19,4086,82,3790,82,78,0,0,0,0,15,65,73,58,11523,65,11523,227,10782,227,210,0,0,0,0,8,0,-8,2,0,-2,8,0,-8,9,0,-9,8,0,-8,1,0,-1,6,0,-6,7,0,-7,5,0,-5,2,0,-2,7,0,-7,7,0,-7,6,0,-6,2,0,-2,6,0,-6,8,0,-8,787408,1814,1295,41983,32302,1295,0,66432,85,0,0,37,29,18,43,59,47,36,60,25,73,5626,4489,3465,6197,9410,7282,5995,9325,3790,10782,125,79,65,125,175,153,111,174,78,210,0,,,,,,
81,6,6,6,6,0,0,0,6,6,119,1785,6,6,119,1785,6,6,6,6,6,6,,1,1,1,0,15,57,62,47,9845,57,9845,208,9152,208,195,0,0,0,0,15,41,42,27,7393,41,7393,127,6865,127,118,0,0,0,0,15,53,62,47,9279,53,9279,188,8585,188,175,0,0,0,0,15,49,52,37,8813,49,8813,174,8121,174,158,0,0,0,0,15,59,67,52,10660,59,10660,187,10192,187,179,0,0,0,0,15,50,56,41,8881,50,8881,173,8471,173,164,0,0,0,0,15,74,84,69,12591,74,12591,252,11564,252,233,0,0,0,0,15,47,53,38,8894,47,8894,152,8457,152,144,0,0,0,0,15,35,39,24,6678,35,6678,132,6170,132,123,0,0,0,0,15,63,64,49,10851,63,10851,192,10267,192,180,0,0,0,0,9,0,-9,8,0,-8,7,0,-7,9,0,-9,8,0,-8,8,0,-8,6,0,-6,7,0,-7,7,0,-7,8,0,-8,6,0,-6,7,0,-7,8,0,-8,7,0,-7,8,0,-8,6,0,-6,791708,2369,1669,54936,42272,1669,0,89600,116,0,0,62,42,62,52,67,56,84,53,39,64,9152,6865,8585,8121,10192,8471,11564,8457,6170,10267,195,118,175,158,179,164,233,144,123,180,0,,,,,,
82,2,2,2,2,0,0,0,2,2,147,2205,2,2,147,2205,2,2,2,2,2,3,,1,1,1,0,15,63,68,53,11071,63,11071,263,10218,263,245,0,0,0,0,15,49,55,40,9200,49,9200,174,8868,174,165,0,0,0,0,15,95,98,83,15444,95,15444,360,14575,360,339,0,0,0,0,15,62,69,54,11348,62,11348,239,10630,239,225,0,0,0,0,15,63,64,49,11285,63,11285,197,10569,197,183,0,0,0,0,15,43,49,34,8217,43,8217,178,7893,178,167,0,0,0,0,15,63,67,52,11443,63,11443,226,10503,226,210,0,0,0,0,15,57,62,47,10017,57,10017,184,9710,184,178,0,0,0,0,15,58,63,48,10433,58,10433,224,9590,224,207,0,0,0,0,15,51,60,45,9722,51,9722,160,9332,160,152,0,0,0,0,9,0,-9,9,0,-9,9,0,-9,8,0,-8,9,0,-9,10,0,-10,7,0,-7,9,0,-9,10,0,-10,10,0,-10,9,0,-9,11,0,-11,12,0,-12,8,0,-8,8,0,-8,9,0,-9,797785,2873,2071,65170,49856,2071,0,102656,134,0,0,68,55,98,69,64,49,67,62,63,60,10218,8868,14575,10630,10569,7893,10503,9710,9590,9332,245,165,339,225,183,167,210,178,207,152,0,,,,,,
83,7,7,7,7,0,0,0,7,7,82,1230,7,7,82,1230,7,7,7,7,7,5,,1,1,1,0,15,27,32,17,5173,27,5173,114,4785,114,107,0,0,0,0,15,16,20,5,3951,16,3951,66,3888,66,63,0,0,0,0,15,15,22,7,3477,15,3477,67,3110,67,60,0,0,0,0,15,33,43,28,6588,33,6588,131,5944,131,120,0,0,0,0,15,44,48,33,8133,44,8133,157,7854,157,151,0,0,0,0,15,29,34,19,5840,29,5840,118,5293,118,109,0,0,0,0,15,22,31,16,4981,22,4981,88,4619,88,82,0,0,0,0,15,62,66,51,10542,62,10542,199,10294,199,193,0,0,0,0,15,19,27,12,4241,19,4241,84,3795,84,78,0,0,0,0,15,60,64,49,10317,60,10317,206,9529,206,189,0,0,0,0,5,0,-5,5,0,-5,8,0,-8,8,0,-8,4,0,-4,4,0,-4,6,0,-6,6,0,-6,4,0,-4,2,0,-2,5,0,-5,5,0,-5,3,0,-3,4,0,-4,7,0,-7,6,0,-6,792014,1621,1152,38910,30254,1152,0,60032,78,0,0,32,20,22,43,48,34,31,66,27,64,4785,3888,3110,5944,7854,5293,4619,10294,3795,9529,107,63,60,120,151,109,82,193,78,189,0,,,,,,
84,8,8,8,8,0,0,0,4,8,135,2025,4,8,135,2025,4,4,4,4,4,2,,1,0,0,0,15,57,62,47,9867,57,9867,230,8978,230,215,0,0,0,0,15,59,64,49,10645,59,10645,175,10029,175,164,0,0,0,0,15,42,47,32,8008,42,8008,156,7549,156,148,0,0,0,0,15,59,65,50,10876,59,10876,212,10365,212,200,0,0,0,0,15,65,72,57,11879,65,11879,225,11196,225,211,0,0,0,0,15,63,67,52,10885,63,10885,255,9734,255,233,0,0,0,0,15,44,48,33,8037,44,8037,143,7363,143,132,0,0,0,0,15,46,49,34,8528,46,8528,161,8290,161,155,0,0,0,0,15,66,71,56,11355,66,11355,251,10632,251,232,0,0,0,0,15,63,67,52,10740,63,10740,217,10275,217,204,0,0,0,0,7,0,-7,9,0,-9,5,0,-5,7,0,-7,10,0,-10,12,0,-12,11,0,-11,8,0,-8,9,0,-9,9,0,-9,10,0,-10,7,0,-7,8,0,-8,7,0,-7,8,0,-8,8,0,-8,834915,2641,1894,60952,46865,1894,0,95616,131,0,0,62,64,47,65,72,67,48,49,71,67,8978,10029,7549,10365,11196,9734,7363,8290,10632,10275,215,164,148,200,211,233,132,155,232,204,0,,,,,,
85,4,4,4,4,0,0,0,4,4,155,2325,4,4,155,2325,4,4,4,4,4,4,,1,1,1,0,15,64,70,55,10819,64,10819,251,9720,251,230,0,0,0,0,15,48,52,37,8709,48,8709,131,8410,131,126,0,0,0,0,15,43,49,34,8119,43,8119,164,7690,164,153,0,0,0,0,15,71,76,61,12545,71,12545,245,11417,245,225,0,0,0,0,15,100,103,88,17116,100,17116,334,16354,334,314,0,0,0,0,15,67,73,58,11525,67,11525,244,10457,244,224,0,0,0,0,15,62,69,54,10942,62,10942,218,9959,218,200,0,0,0,0,15,64,71,56,11117,64,11117,220,10847,220,213,0,0,0,0,15,66,74,59,11757,66,11757,231,10875,231,216,0,0,0,0,15,83,86,71,14326,83,14326,287,13497,287,268,0,0,0,0,10,0,-10,11,0,-11,11,0,-11,10,0,-10,8,0,-8,11,0,-11,11,0,-11,7,0,-7,8,0,-8,9,0,-9,10,0,-10,9,0,-9,11,0,-11,11,0,-11,9,0,-9,9,0,-9,815598,3047,2169,73961,57693,2169,0,112384,156,0,0,70,52,49,76,103,73,69,71,74,86,9720,8410,7690,11417,16354,10457,9959,10847,10875,13497,230,126,153,225,314,224,200,213,216,268,0,,,,,,
86,7,7,7,7,0,0,0,7,7,116,1740,7,7,116,1740,7,7,7,7,7,4,,1,1,1,0,15,39,43,28,7131,39,7131,131,6725,131,126,0,0,0,0,15,65,71,56,11452,65,11452,190,10952,190,183,0,0,0,0,15,39,41,26,6776,39,6776,136,6400,136,128,0,0,0,0,15,51,55,40,8826,51,8826,172,7879,172,156,0,0,0,0,15,49,58,43,9412,49,9412,162,8999,162,156,0,0,0,0,15,43,47,32,7744,43,7744,149,7178,149,138,0,0,0,0,15,34,39,24,6855,34,6855,111,6362,111,103,0,0,0,0,15,87,92,77,14623,87,14623,292,14054,292,278,0,0,0,0,15,47,50,35,8236,47,8236,167,7415,167,154,0,0,0,0,15,69,76,61,11944,69,11944,230,11256,230,216,0,0,0,0,7,0,-7,7,0,-7,8,0,-8,7,0,-7,7,0,-7,7,0,-7,7,0,-7,7,0,-7,6,0,-6,11,0,-11,7,0,-7,6,0,-6,7,0,-7,8,0,-8,8,0,-8,6,0,-6,792462,2326,1638,54063,41629,1638,0,88064,102,0,0,43,71,41,55,58,47,39,92,50,76,6725,10952,6400,7879,8999,7178,6362,14054,7415,11256,126,183,128,156,156,138,103,278,154,216,0,,,,,,
87,3,3,3,3,0,0,0,3,3,126,1890,3,3,126,1890,3,3,3,3,3,4,,1,1,1,0,15,55,62,47,9699,55,9699,213,8863,213,197,0,0,0,0,15,43,47,32,8197,43,8197,137,7685,137,128,0,0,0,0,15,32,37,22,6201,32,6201,132,5809,132,127,0,0,0,0,15,75,78,63,12455,75,12455,280,11294,280,257,0,0,0,0,15,48,52,37,8945,48,8945,181,8410,181,168,0,0,0,0,15,61,67,52,10488,61,10488,230,9532,230,210,0,0,0,0,15,57,63,48,9708,57,9708,213,8957,213,196,0,0,0,0,15,47,52,37,8527,47,8527,162,8271,162,155,0,0,0,0,15,41,48,33,7966,41,7966,162,7212,162,150,0,0,0,0,15,53,58,43,9851,53,9851,180,9241,180,167,0,0,0,0,10,0,-10,5,0,-5,6,0,-6,7,0,-7,9,0,-9,10,0,-10,7,0,-7,7,0,-7,7,0,-7,9,0,-9,8,0,-8,9,0,-9,6,0,-6,7,0,-7,9,0,-9,10,0,-10,849107,2445,1755,58907,45866,1755,0,88320,135,0,0,62,47,37,78,52,67,63,52,48,58,8863,7685,5809,11294,8410,9532,8957,8271,7212,9241,197,128,127,257,168,210,196,155,150,167,0,,,,,,
88,6,6,6,6,0,0,0,6,6,125,1875,6,6,125,1875,6,6,6,6,6,2,,1,1,1,0,15,54,57,42,9195,54,9195,225,8580,225,210,0,0,0,0,15,36,39,24,6692,36,6692,130,6536,130,127,0,0,0,0,15,57,63,48,10554,57,10554,232,10072,232,221,0,0,0,0,15,38,43,28,7159,38,7159,153,6647,153,142,0,0,0,0,15,65,68,53,11470,65,11470,228,10933,228,213,0,0,0,0,15,35,41,26,7066,35,7066,141,6613,141,133,0,0,0,0,15,71,77,62,11947,71,11947,278,10936,278,256,0,0,0,0,15,52,57,42,9113,52,9113,172,8720,172,162,0,0,0,0,15,30,36,21,6176,30,6176,127,5533,127,115,0,0,0,0,15,55,62,47,10045,55,10045,189,9657,189,179,0,0,0,0,8,0,-8,8,0,-8,8,0,-8,9,0,-9,10,0,-10,7,0,-7,8,0,-8,9,0,-9,10,0,-10,6,0,-6,7,0,-7,9,0,-9,8,0,-8,6,0,-6,5,0,-5,7,0,-7,847315,2426,1758,57969,45046,1758,0,85504,117,0,0,57,39,63,43,68,41,77,57,36,62,8580,6536,10072,6647,10933,6613,10936,8720,5533,9657,210,127,221,142,213,133,256,162,115,179,0,,,,,,
89,1,1,1,1,0,0,0,1,1,77,1155,1,1,77,1155,1,1,1,1,1,3,,1,1,1,0,15,20,27,12,4453,20,4453,82,4208,82,79,0,0,0,0,15,76,83,68,12679,76,12679,211,12127,211,200,0,0,0,0,15,32,38,23,5796,32,5796,119,5571,119,113,0,0,0,0,15,44,48,33,7724,44,7724,144,7121,144,132,0,0,0,0,15,23,29,14,4743,23,4743,76,4451,76,71,0,0,0,0,15,22,25,10,4457,22,4457,82,4026,82,75,0,0,0,0,15,26,34,19,5417,26,5417,93,5111,93,88,0,0,0,0,15,31,33,18,5554,31,5554,101,5410,101,98,0,0,0,0,15,40,46,31,7355,40,7355,143,6841,143,132,0,0,0,0,15,32,35,20,5751,32,5751,104,5603,104,100,0,0,0,0,4,0,-4,4,0,-4,5,0,-5,5,0,-5,5,0,-5,4,0,-4,7,0,-7,4,0,-4,6,0,-6,4,0,-4,5,0,-5,4,0,-4,5,0,-5,4,0,-4,6,0,-6,5,0,-5,807374,1563,1088,38292,29925,1088,0,60800,67,0,0,27,83,38,48,29,25,34,33,46,35,4208,12127,5571,7121,4451,4026,5111,5410,6841,5603,79,200,113,132,71,75,88,98,132,100,0,,,,,,
90,3,3,3,3,0,0,0,3,3,120,1800,3,3,120,1800,3,3,3,3,3,3,,1,1,1,0,15,63,68,53,10654,63,10654,236,9733,236,221,0,0,0,0,15,38,39,24,7657,38,7657,122,7313,122,115,0,0,0,0,15,37,43,28,6676,37,6676,145,6321,145,139,0,0,0,0,15,90,98,83,15029,90,15029,326,13808,326,302,0,0,0,0,15,32,37,22,6516,32,6516,110,6219,110,104,0,0,0,0,15,57,61,46,9899,57,9899,212,9106,212,193,0,0,0,0,15,38,42,27,6976,38,6976,143,6562,143,133,0,0,0,0,15,44,51,36,8473,44,8473,157,7975,157,148,0,0,0,0,15,59,64,49,10277,59,10277,212,9562,212,199,0,0,0,0,15,40,46,31,7578,40,7578,137,7131,137,128,0,0,0,0,8,0,-8,11,0,-11,10,0,-10,7,0,-7,8,0,-8,8,0,-8,6,0,-6,7,0,-7,8,0,-8,7,0,-7,5,0,-5,5,0,-5,7,0,-7,8,0,-8,7,0,-7,8,0,-8,848596,2351,1682,55744,43200,1682,0,85632,118,0,0,68,39,43,98,37,61,42,51,64,46,9733,7313,6321,13808,6219,9106,6562,7975,9562,7131,221,115,139,302,104,193,133,148,199,128,0,,,,,,
91,6,6,6,6,0,0,0,6,6,106,1590,6,6,106,1590,6,6,6,6,6,1,,1,1,1,0,15,39,45,30,7210,39,7210,149,6788,149,140,0,0,0,0,15,42,47,32,7500,42,7500,134,7111,134,127,0,0,0,0,15,46,50,35,8126,46,8126,159,7673,159,150,0,0,0,0,15,37,43,28,6997,37,6997,139,6405,139,127,0,0,0,0,15,55,58,43,10009,55,10009,180,9336,180,167,0,0,0,0,15,39,49,34,7416,39,7416,139,6999,139,130,0,0,0,0,15,76,80,65,12638,76,12638,260,11794,260,245,0,0,0,0,15,30,35,20,5498,30,5498,100,5365,100,97,0,0,0,0,15,44,51,36,8024,44,8024,161,7584,161,152,0,0,0,0,15,53,59,44,9547,53,9547,169,9199,169,161,0,0,0,0,7,0,-7,9,0,-9,5,0,-5,6,0,-6,9,0,-9,7,0,-7,6,0,-6,7,0,-7,8,0,-8,7,0,-7,5,0,-5,7,0,-7,7,0,-7,6,0,-6,5,0,-5,5,0,-5,807005,2119,1496,49728,38404,1496,0,79744,94,0,0,45,47,50,43,58,49,80,35,51,59,6788,7111,7673,6405,9336,6999,11794,5365,7584,9199,140,127,150,127,167,130,245,97,152,161,0,,,,,,
92,9,8,8,8,0,0,0,1,4,73,1095,1,4,73,1095,4,1,4,4,4,3,,0,1,1,0,15,31,34,19,5376,31,5376,111,5286,111,109,0,0,0,0,15,39,45,30,7253,39,7253,120,6948,120,114,0,0,0,0,15,21,24,9,3906,21,3906,77,3640,77,72,0,0,0,0,15,23,25,10,4547,23,4547,78,4150,78,72,0,0,0,0,15,40,47,32,7245,40,7245,130,6849,130,123,0,0,0,0,15,32,36,21,5990,32,5990,115,5753,115,109,0,0,0,0,15,27,33,18,5233,27,5233,93,4916,93,87,0,0,0,0,15,33,36,21,5781,33,5781,113,5500,113,106,0,0,0,0,15,36,41,26,6352,36,6352,133,6001,133,126,0,0,0,0,15,38,40,25,6726,38,6726,125,6506,125,120,0,0,0,0,6,0,-6,5,0,-5,4,0,-4,3,0,-3,6,0,-6,3,0,-3,5,0,-5,4,0,-4,5,0,-5,4,0,-4,4,0,-4,4,0,-4,5,0,-5,5,0,-5,5,0,-5,5,0,-5,793833,1472,1038,35154,27287,1038,0,55552,57,0,0,34,45,24,25,47,36,33,36,41,40,5286,6948,3640,4150,6849,5753,4916,5500,6001,6506,109,114,72,72,123,109,87,106,126,120,0,,,,,,
93,3,3,3,3,0,0,0,3,3,158,2370,3,3,158,2370,3,3,3,3,3,3,,1,1,1,0,15,66,71,56,11575,66,11575,239,10639,239,223,0,0,0,0,15,71,76,61,12751,71,12751,203,11944,203,191,0,0,0,0,15,51,57,42,8912,51,8912,186,8268,186,175,0,0,0,0,15,107,117,102,17663,107,17663,369,16162,369,340,0,0,0,0,15,54,59,44,10326,54,10326,175,9710,175,164,0,0,0,0,15,80,84,69,13617,80,13617,276,12599,276,254,0,0,0,0,15,61,64,49,10831,61,10831,199,10142,199,186,0,0,0,0,15,79,83,68,13720,79,13720,252,13247,252,241,0,0,0,0,15,66,72,57,11496,66,11496,235,10577,235,219,0,0,0,0,15,77,83,68,13579,77,13579,236,12843,236,221,0,0,0,0,11,0,-11,9,0,-9,10,0,-10,10,0,-10,10,0,-10,8,0,-8,9,0,-9,9,0,-9,10,0,-10,10,0,-10,9,0,-9,10,0,-10,11,0,-11,10,0,-10,10,0,-10,12,0,-12,951683,3138,2214,72578,55806,2214,0,118272,156,0,0,71,76,57,117,59,84,64,83,72,83,10639,11944,8268,16162,9710,12599,10142,13247,10577,12843,223,191,175,340,164,254,186,241,219,221,0,,,,,,
94,1,1,1,1,0,0,0,1,1,98,1470,1,1,98,1470,1,1,1,1,1,2,,1,1,1,0,15,30,33,18,5457,30,5457,107,5212,107,103,0,0,0,0,15,64,69,54,11130,64,11130,180,10529,180,171,0,0,0,0,15,33,39,24,6340,33,6340,125,5927,125,120,0,0,0,0,15,63,65,50,10685,63,10685,210,9782,210,192,0,0,0,0,15,32,38,23,6248,32,6248,108,5669,108,99,0,0,0,0,15,44,47,32,7590,44,7590,152,7286,152,145,0,0,0,0,15,40,47,32,7528,40,7528,142,7121,142,134,0,0,0,0,15,43,47,32,7843,43,7843,139,7475,139,131,0,0,0,0,15,43,50,35,7470,43,7470,158,6862,158,146,0,0,0,0,15,43,52,37,8146,43,8146,149,7803,149,142,0,0,0,0,6,0,-6,6,0,-6,7,0,-7,6,0,-6,6,0,-6,5,0,-5,7,0,-7,5,0,-5,4,0,-4,6,0,-6,8,0,-8,7,0,-7,6,0,-6,6,0,-6,7,0,-7,6,0,-6,846757,1968,1383,46794,36271,1383,0,74880,87,0,0,33,69,39,65,38,47,47,47,50,52,5212,10529,5927,9782,5669,7286,7121,7475,6862,7803,103,171,120,192,99,145,134,131,146,142,0,,,,,,
